0.5,15,22
1,14.5,22
0.5,15,28
1,15.5,5
0.5,16,13
1,15.5,13
0.5,16,15
1,15.5,15
1,16,15.5
1,15.5,22
1,17,1.5
1,16.5,7
1,17,10.5
0.5,17,11
1,17,12.5
0.5,17,13
1,17,13.5
1,17,14.5
0.5,17,15
1,16.5,15
1,17.5,10
0.5,18,11
1,17.5,11
1,18,11.5
1,17.5,12
1,18,12.5
0.5,18,13
1,17.5,13
1,18,13.5
1,17.5,14
0.5,18,15
1,17.5,15
1,18,15.5
0.5,18,16
1,18,16.5
1,19,5.5
1,19,6.5
0.5,19,7
1,18.5,10
0.5,19,11
1,18.5,11
0.5,19,13
1,18.5,13
1,19,13.5
1,18.5,14
0.5,19,15
1,18.5,15
1,19,15.5
1,18.5,16
1,18.5,17
1,19,17.5
0.5,19,18
1,19,20.5
0.5,19,21
1,20,5.5
1,20,6.5
1,19.5,7
1,19.5,10
1,20,10.5
0.5,20,11
0.5,20,12
1,19.5,12
1,20,12.5
0.5,20,13
1,19.5,13
0.5,20,14
1,20,14.5
1,19.5,15
1,19.5,17
1,20,17.5
0.5,20,18
1,20,19.5
1,19.5,20
1,20,20.5
0.5,20,21
1,19.5,21
1,21,5.5
1,21,19.5
0.5,21,20
1,20.5,20
1,21,20.5
0.5,21,21
1,20.5,21
1,21.5,20
1,22,20.5
1,21.5,21
1,23,2.5
1,23,35.5
1,24,0.5
1,24,1.5
1,23.5,2
1,24,2.5
1,23.5,3
0.5,24,23
0.5,24,24
0.5,24,25
1,24,25.5
0.5,24,26
1,24,32.5
1,24,38.5
0.5,25,4
1,24.5,4
1,25,4.5
1,25,5.5
1,24.5,6
1,25,6.5
0.5,25,23
1,24.5,23
1,25,23.5
0.5,25,24
1,24.5,24
1,25,24.5
0.5,25,25
1,24.5,25
1,25,25.5
0.5,25,26
1,24.5,37
1,24.5,38
1,25,38.5
1,24.5,40
0.5,26,4
1,25.5,4
1,26,4.5
1,26,6.5
1,25.5,7
0.5,26,24
1,26,24.5
1,26,38.5
0.5,26,39
1,25.5,39
1,26,39.5
1,25.5,40
1,27,0.5
1,27,1.5
1,27,2.5
1,27,3.5
0.5,27,4
1,26.5,4
1,27,4.5
1,26.5,5
1,27,5.5
1,26.5,6
0.5,27,39
1,26.5,39
1,27,39.5
0.5,27,40
0.5,28,1
1,27.5,1
1,28,1.5
0.5,28,2
1,27.5,2
1,28,2.5
1,27.5,4
1,28,5.5
0.5,28,13
0.5,28,39
1,27.5,39
1,28,39.5
0.5,28,40
1,27.5,40
0.5,29,2
1,29,2.5
0.5,29,3
1,28.5,3
1,29,3.5
1,28.5,4
1,29,11.5
0.5,29,12
1,28.5,12
1,29,12.5
0.5,29,13
1,28.5,13
1,28.5,23
1,28.5,37
1,28.5,38
0.5,29,39
1,28.5,39
1,30,0.5
0.5,30,1
0.5,30,2
1,29.5,2
1,29.5,3
0.5,30,12
1,29.5,12
1,30,35.5
1,29.5,36
1,30,36.5
1,31,0.5
1,30.5,1
0.5,31,2
1,30.5,2
1,31,2.5
1,30.5,3
1,31,3.5
0.5,31,8
1,30.5,12
1,31,12.5
0.5,31,13
1,31,14.5
1,30.5,35
1,31,35.5
1,30.5,36
1,30.5,37
1,31,37.5
1,30.5,38
1,31,38.5
1,30.5,39
1,31,39.5
0.5,31,40
1,30.5,40
0.5,32,2
1,32,2.5
1,32,3.5
1,31.5,4
0.5,32,13
1,31.5,34
1,31.5,35
1,32,36.5
1,31.5,38
1,32,38.5
1,31.5,39
1,32,39.5
1,31.5,40
1,33,0.5
1,33,1.5
1,32.5,2
1,32.5,3
1,33,3.5
1,32.5,4
0.5,33,7
0.5,33,8
1,33,8.5
0.5,33,9
1,32.5,9
0.5,33,12
0.5,33,13
1,32.5,13
1,33,13.5
1,32.5,14
1,33,33.5
1,32.5,34
1,33,34.5
1,32.5,35
1,32.5,36
1,33,36.5
1,32.5,37
1,33,37.5
0.5,33,38
1,32.5,38
1,33,38.5
0.5,33,39
1,32.5,39
1,33,39.5
1,34,1.5
1,34,2.5
1,33.5,3
0.5,34,13
1,33.5,13
0.5,34,14
1,34,14.5
0.5,34,15
1,33.5,15
1,34,15.5
1,33.5,34
0.5,34,37
1,33.5,37
1,34,37.5
1,33.5,38
0.5,34,39
1,34,39.5
1,33.5,40
1,35,0.5
1,34.5,1
1,35,1.5
1,34.5,2
1,34.5,3
0.5,35,15
1,34.5,15
1,35,15.5
1,34.5,16
0.5,35,18
1,34.5,34
1,35,34.5
1,35,35.5
1,34.5,40
1,35.5,1
0.5,36,13
0.5,36,14
0.5,36,15
1,35.5,15
1,36,15.5
1,36,16.5
0.5,36,17
1,36,17.5
0.5,36,18
1,35.5,36
0.5,37,12
0.5,37,13
1,36.5,13
1,37,13.5
1,36.5,14
1,37,14.5
0.5,38,13
1,38,13.5
1,38,14.5
1,37.5,15
1,38,31.5
1,39,11.5
0.5,39,12
1,39,12.5
0.5,39,13
1,38.5,13
1,39,14.5
0.5,39,20
1,39,20.5
1,39,29.5
1,38.5,31
1,39,31.5
1,38.5,32
0.5,39,34
0.5,39,35
0.5,40,3
1,40,6.5
0.5,40,11
1,39.5,11
1,40,11.5
0.5,40,12
1,39.5,12
1,40,12.5
0.5,40,13
1,39.5,13
0.5,40,14
1,39.5,14
0.5,40,15
1,39.5,15
1,39.5,32
1,39.5,34
1,40,34.5
1,39.5,35
2,0.5,6
2,1,6.5
2,0.5,7
2,0.5,11
2,1,11.5
1.5,1,12
2,1,14.5
2,0.5,15
1.5,1,19
2,1,19.5
1.5,2,5
2,1.5,6
1.5,2,14
2,1.5,14
1.5,2,15
2,1.5,15
2,2.5,5
2,3,5.5
1.5,3,6
1.5,3,15
2,3,27.5
2,3,34.5
1.5,4,21
2,4,21.5
1.5,4,22
1.5,4,23
2,4,23.5
1.5,4,25
2,3.5,34
1.5,5,7
1.5,5,16
1.5,5,20
1.5,5,21
2,4.5,21
2,5,21.5
1.5,5,22
2,4.5,22
2,5,22.5
2,4.5,23
2,5,23.5
2,5,24.5
2,4.5,25
1.5,6,7
2,5.5,7
1.5,6,8
2,5.5,8
2,6,8.5
1.5,6,17
2,6,17.5
1.5,6,18
2,6,18.5
1.5,6,19
2,6,19.5
1.5,6,20
2,5.5,20
2,6,20.5
2,6,21.5
2,5.5,22
2,5.5,23
2,6,23.5
2,5.5,25
1.5,7,9
2,6.5,9
2,7,13.5
1.5,7,17
2,7,17.5
1.5,7,18
2,6.5,18
1.5,7,19
2,6.5,19
2,7,19.5
1.5,7,20
2,6.5,20
2,7,20.5
1.5,7,21
2,6.5,21
2,7,21.5
1.5,7,22
2,6.5,22
2,7,23.5
2,6.5,24
2,7,24.5
2,6.5,25
1.5,8,9
2,7.5,9
2,7.5,13
2,8,13.5
1.5,8,14
2,8,15.5
2,7.5,21
2,8,21.5
2,7.5,22
2,7.5,23
2,8,23.5
2,7.5,24
2,8,34.5
2,7.5,38
2,9,12.5
2,8.5,13
1.5,9,14
2,8.5,14
1.5,9,16
2,8.5,16
2,9,16.5
1.5,9,17
2,9,17.5
1.5,9,18
2,9,18.5
1.5,9,19
2,9,19.5
2,9,20.5
2,8.5,21
2,9,21.5
1.5,9,22
2,8.5,22
1.5,10,10
2,9.5,10
2,10,10.5
1.5,10,11
1.5,10,12
2,10,14.5
2,10,16.5
1.5,10,17
2,9.5,17
2,9.5,18
1.5,10,21
2,10,21.5
1.5,10,22
2,9.5,22
2,10.5,10
1.5,11,11
2,10.5,11
2,11,11.5
1.5,11,12
2,10.5,12
2,11,12.5
1.5,11,13
2,11,13.5
1.5,11,14
2,11,14.5
1.5,11,15
2,10.5,15
2,11,15.5
1.5,11,16
2,10.5,16
2,11,16.5
2,10.5,17
2,11,19.5
1.5,11,21
2,10.5,21
2,11,21.5
1.5,11,22
2,10.5,22
2,11.5,11
2,12,11.5
1.5,12,14
2,11.5,14
2,12,14.5
1.5,12,15
2,11.5,16
2,12,16.5
2,11.5,17
1.5,12,19
2,11.5,19
1.5,12,21
2,11.5,21
2,12,21.5
1.5,12,22
1.5,13,11
2,12.5,11
2,12.5,12
2,13,12.5
1.5,13,13
2,13,13.5
1.5,13,15
2,12.5,17
1.5,13,20
2,13,20.5
1.5,13,21
2,12.5,21
2,13,21.5
1.5,13,22
2,12.5,22
2,12.5,23
2,13,23.5
1.5,13,33
2,13,33.5
1.5,14,13
2,13.5,13
2,14,13.5
2,13.5,14
2,15,21.5
1.5,15,22
2,14.5,22
2,15.5,13
2,16,13.5
1.5,16,15
2,16,15.5
1.5,16,22
2,15.5,22
1.5,16,23
2,17,7.5
2,16.5,8
2,17,8.5
1.5,17,12
2,17,12.5
2,17,14.5
1.5,17,15
2,17,15.5
2,16.5,16
1.5,17,24
1.5,18,1
2,18,1.5
2,18,7.5
2,17.5,8
2,17.5,9
1.5,18,11
2,18,11.5
1.5,18,12
2,17.5,12
2,18,12.5
1.5,18,13
2,17.5,13
1.5,18,14
2,17.5,14
2,18,14.5
1.5,18,15
2,17.5,15
2,18,15.5
2,17.5,16
2,18,19.5
1.5,19,5
2,18.5,5
2,19,5.5
2,18.5,6
2,19,6.5
2,19,7.5
2,19,9.5
1.5,19,12
2,19,12.5
1.5,19,13
2,18.5,13
2,19,13.5
2,18.5,14
1.5,19,15
2,18.5,15
2,19,15.5
1.5,19,16
2,19,16.5
1.5,19,17
2,19,20.5
1.5,19,21
2,20,2.5
2,20,3.5
2,20,4.5
1.5,20,5
2,19.5,5
2,20,5.5
2,19.5,6
1.5,20,7
2,19.5,7
2,20,9.5
2,19.5,10
2,20,12.5
1.5,20,13
1.5,20,15
2,19.5,15
2,20,15.5
1.5,20,19
2,19.5,19
2,20,19.5
1.5,20,20
2,19.5,20
1.5,20,21
2,19.5,21
2,21,2.5
1.5,21,3
2,20.5,3
2,21,3.5
2,20.5,4
2,21,4.5
1.5,21,5
1.5,21,6
2,21,6.5
2,20.5,10
2,21,10.5
2,21,12.5
2,20.5,13
2,20.5,15
2,21,15.5
2,20.5,16
2,21,17.5
1.5,21,20
1.5,21,21
2,21.5,2
2,21.5,3
2,22,3.5
2,21.5,4
2,22,4.5
2,21.5,5
2,22,5.5
2,21.5,6
2,21.5,7
2,21.5,18
2,22,18.5
2,22,19.5
1.5,22,20
2,21.5,20
2,22,20.5
2,21.5,21
1.5,22,36
1.5,23,2
1.5,23,3
2,22.5,3
2,23,3.5
2,22.5,6
2,22.5,7
2,23,7.5
2,23,10.5
2,23,31.5
2,23,32.5
2,23,34.5
1.5,23,35
2,24,0.5
1.5,24,1
2,24,1.5
2,23.5,2
1.5,24,4
2,23.5,4
2,24,4.5
2,24,5.5
2,23.5,10
2,24,10.5
2,23.5,11
2,23.5,31
2,24,31.5
1.5,24,32
2,23.5,32
2,24,32.5
1.5,24,33
2,23.5,33
2,24,33.5
2,23.5,34
2,24,34.5
2,23.5,35
2,24,35.5
2,24,38.5
1.5,24,39
1.5,24,40
1.5,25,4
2,24.5,4
1.5,25,6
2,24.5,6
2,25,6.5
1.5,25,22
2,25,22.5
1.5,25,23
2,24.5,33
2,25,33.5
2,24.5,34
2,25,34.5
2,24.5,35
2,25,35.5
2,24.5,36
2,25.5,22
2,26,29.5
2,25.5,30
2,26,30.5
2,26,31.5
2,26,32.5
2,26,33.5
2,25.5,34
2,26,34.5
2,25.5,35
1.5,26,38
1.5,27,4
2,26.5,33
2,27,33.5
2,26.5,34
2,27,34.5
2,27,35.5
2,26.5,38
1.5,28,4
2,28,4.5
1.5,28,5
1.5,28,6
2,28,6.5
1.5,28,23
2,28,35.5
1.5,28,36
2,27.5,36
2,28,36.5
1.5,28,37
2,28,37.5
1.5,28,38
2,27.5,38
1.5,29,6
2,29,6.5
2,28.5,7
2,29,7.5
1.5,29,11
1.5,29,12
1.5,29,23
2,28.5,23
2,28.5,35
2,29,35.5
1.5,29,36
2,28.5,36
1.5,29,37
2,28.5,37
2,29,37.5
1.5,29,38
2,28.5,38
2,29.5,6
2,30,6.5
2,29.5,7
2,29.5,11
2,30,11.5
1.5,30,12
2,29.5,12
2,30,12.5
2,30,14.5
2,30,35.5
1.5,30,36
2,29.5,36
1.5,30,37
1.5,30,38
2,29.5,38
2,30,39.5
1.5,30,40
2,31,0.5
1.5,31,1
1.5,31,4
2,31,9.5
2,30.5,10
1.5,31,14
2,30.5,14
1.5,31,15
1.5,31,35
2,30.5,35
1.5,31,38
2,31,38.5
1.5,31,39
2,30.5,39
1.5,31,40
1.5,32,3
2,32,3.5
1.5,32,4
2,31.5,4
2,32,4.5
2,31.5,5
2,31.5,9
1.5,32,38
2,31.5,38
1.5,32,39
2,32,39.5
2,31.5,40
1.5,33,3
2,32.5,3
1.5,33,4
2,32.5,4
1.5,33,5
1.5,33,6
2,32.5,6
2,33,6.5
1.5,33,7
2,32.5,7
2,33,7.5
1.5,33,8
1.5,33,15
2,33,15.5
1.5,33,24
2,33,32.5
1.5,33,33
1.5,33,34
2,32.5,34
2,33,37.5
1.5,33,38
2,34,1.5
1.5,34,2
1.5,34,3
2,34,6.5
2,33.5,8
2,34,8.5
1.5,34,16
2,33.5,16
2,33.5,32
2,35,0.5
1.5,35,1
2,34.5,1
1.5,35,3
1.5,35,4
1.5,35,34
2,35,35.5
2,35,38.5
1.5,35,40
2,36,0.5
1.5,36,1
1.5,36,16
2,35.5,16
1.5,36,17
2,35.5,34
2,36,34.5
2,35.5,35
2,36,35.5
1.5,36,36
2,35.5,36
2,36,36.5
1.5,36,38
2,35.5,38
2,36,38.5
2,35.5,39
2,35.5,40
2,37,8.5
2,37.5,8
1.5,38,15
2,39,11.5
1.5,39,15
2,39,18.5
1.5,39,29
2,38.5,29
2,39,29.5
1.5,39,30
1.5,39,31
2,39,31.5
1.5,39,32
1.5,40,6
2,40,6.5
2,39.5,10
2,40,11.5
1.5,40,12
2,39.5,15
3,1,6.5
2.5,1,7
2.5,1,15
3,0.5,15
3,0.5,24
2.5,2,6
3,1.5,6
2.5,2,8
3,2,8.5
3,2,31.5
2.5,3,6
3,2.5,8
3,3,8.5
3,2.5,9
2.5,3,15
2.5,3,23
2.5,4,7
2.5,4,21
2.5,4,33
3,5,5.5
2.5,5,7
3,5,9.5
3,5,20.5
3,4.5,21
3,5,21.5
2.5,5,22
3,4.5,36
3,6,8.5
3,5.5,10
3,6,10.5
2.5,6,18
3,6,18.5
2.5,6,19
3,6,19.5
2.5,6,20
3,6,20.5
3,5.5,21
3,6,21.5
2.5,6,22
3,5.5,22
3,6,22.5
2.5,6,23
3,6,23.5
3,6.5,9
3,6.5,10
3,7,10.5
3,6.5,11
3,7,13.5
2.5,7,14
2.5,7,15
3,7,17.5
3,6.5,18
3,7,18.5
3,6.5,19
3,7,19.5
3,6.5,20
3,7,20.5
3,6.5,21
2.5,7,22
3,6.5,22
3,7,22.5
2.5,7,23
3,6.5,23
3,7.5,7
3,7.5,9
3,7.5,10
3,8,10.5
3,7.5,11
3,8,12.5
2.5,8,13
3,7.5,13
3,8,13.5
3,8,15.5
3,7.5,18
3,8,18.5
2.5,8,21
3,7.5,21
2.5,8,22
3,8,25.5
3,8.5,9
2.5,9,10
3,8.5,10
3,9,10.5
3,8.5,11
2.5,9,12
3,8.5,12
3,9,12.5
3,8.5,13
3,8.5,16
3,9,16.5
2.5,9,17
2.5,9,18
3,9,18.5
2.5,9,19
3,8.5,19
3,9,19.5
3,9,20.5
2.5,9,21
3,8.5,21
3,9,21.5
2.5,9,22
3,8.5,22
3,8.5,25
3,9,25.5
3,8.5,26
2.5,9,28
3,8.5,28
2.5,10,9
3,9.5,9
3,10,9.5
2.5,10,10
3,9.5,10
3,10,10.5
3,10,11.5
3,9.5,12
3,10,12.5
3,9.5,13
3,10,13.5
2.5,10,14
3,10,14.5
3,9.5,15
2.5,10,16
3,10,16.5
2.5,10,17
3,9.5,17
3,10,17.5
2.5,10,18
3,9.5,18
3,10,18.5
2.5,10,19
3,10,19.5
3,10,20.5
3,9.5,21
3,10,21.5
2.5,10,22
3,9.5,22
2.5,11,10
3,10.5,10
3,11,10.5
2.5,11,11
3,10.5,11
3,11,11.5
2.5,11,12
3,10.5,12
3,11,12.5
2.5,11,13
3,10.5,13
3,11,13.5
2.5,11,14
3,10.5,14
2.5,11,17
3,10.5,18
3,11,18.5
3,10.5,19
3,11,19.5
3,11,20.5
2.5,11,21
3,10.5,21
3,10.5,22
2.5,12,11
3,11.5,11
3,12,11.5
2.5,12,12
3,11.5,12
3,12,12.5
2.5,12,17
3,11.5,17
3,12,17.5
3,12,18.5
3,11.5,19
3,12,19.5
3,11.5,20
3,12.5,9
3,13,9.5
2.5,13,11
3,12.5,11
3,12.5,12
2.5,13,13
3,12.5,13
3,13,13.5
2.5,13,17
3,13,17.5
3,13,18.5
3,12.5,19
3,12.5,20
2.5,13,23
2.5,13,24
2.5,14,13
3,13.5,13
3,13.5,17
3,14,17.5
3,13.5,19
3,14,19.5
3,13.5,20
3,14,20.5
3,14,21.5
2.5,14,22
3,13.5,23
3,14,23.5
3,13.5,24
2.5,14,31
3,15,10.5
2.5,15,13
3,14.5,18
3,15,18.5
3,14.5,19
3,14.5,20
3,15,20.5
2.5,15,21
3,14.5,21
3,15,21.5
3,14.5,22
2.5,15,30
3,15.5,10
3,15.5,13
3,16,13.5
2.5,16,14
3,17,7.5
2.5,17,8
2.5,17,16
2.5,18,6
2.5,18,7
3,17.5,7
2.5,18,8
3,17.5,8
3,18,8.5
2.5,18,9
2.5,18,13
2.5,18,15
3,17.5,15
2.5,18,16
3,17.5,16
2.5,18,19
3,18,19.5
2.5,18,20
3,17.5,20
3,19,4.5
2.5,19,5
3,19,5.5
2.5,19,6
3,18.5,6
3,19,6.5
2.5,19,7
3,19,7.5
2.5,19,8
3,18.5,8
2.5,19,9
3,18.5,9
2.5,19,13
3,18.5,13
3,19,13.5
2.5,19,15
3,19,15.5
3,19,17.5
2.5,19,19
3,18.5,19
2.5,19,20
3,18.5,20
3,19,20.5
2.5,19,21
2.5,20,2
2.5,20,3
3,20,3.5
2.5,20,4
3,19.5,4
2.5,20,5
3,19.5,5
2.5,20,7
3,19.5,7
3,20,7.5
3,19.5,8
3,20,8.5
2.5,20,9
3,20,9.5
2.5,20,10
3,19.5,14
2.5,20,15
3,19.5,15
3,20,15.5
3,19.5,16
3,19.5,17
3,19.5,18
2.5,20,19
3,19.5,19
3,20,19.5
2.5,20,20
3,19.5,20
3,19.5,21
2.5,21,2
3,20.5,2
2.5,21,4
3,21,6.5
2.5,21,7
3,20.5,7
3,21,7.5
3,20.5,9
3,20.5,10
2.5,21,11
3,21,11.5
2.5,21,12
3,21,12.5
2.5,21,13
3,21,14.5
2.5,21,15
3,20.5,15
3,21,15.5
2.5,21,16
3,20.5,16
2.5,21,17
2.5,21,18
2.5,22,2
3,21.5,2
3,22,2.5
2.5,22,3
2.5,22,4
3,21.5,4
3,21.5,5
3,21.5,6
3,21.5,7
3,21.5,8
3,22,8.5
3,21.5,9
3,21.5,16
3,21.5,17
3,22,17.5
2.5,22,18
3,21.5,18
2.5,22,20
3,22,20.5
2.5,22,21
2.5,23,2
3,22.5,2
3,23,2.5
2.5,23,3
3,22.5,3
2.5,23,6
3,22.5,6
3,23,6.5
2.5,23,7
3,22.5,7
3,23,7.5
3,23,17.5
3,22.5,20
3,23,20.5
3,22.5,21
3,23,31.5
2.5,23,32
3,22.5,32
3,23,32.5
2.5,23,33
3,23,33.5
3,23,34.5
2.5,24,1
3,24,1.5
3,23.5,2
2.5,24,6
3,24,6.5
3,23.5,7
3,24,7.5
3,23.5,8
3,24,8.5
3,24,9.5
3,23.5,30
2.5,24,31
3,23.5,31
3,24,31.5
3,23.5,32
2.5,24,33
3,23.5,33
3,24,33.5
2.5,24,34
2.5,24,35
2.5,24,38
3,24,38.5
3,23.5,39
2.5,25,7
3,24.5,7
3,24.5,8
3,25,8.5
3,25,9.5
3,24.5,10
3,24.5,30
3,25,30.5
3,24.5,31
3,25,33.5
3,25.5,9
3,26,29.5
2.5,26,30
3,25.5,34
3,26,34.5
3,25.5,35
3,26.5,29
3,27,29.5
3,27,30.5
2.5,27,33
3,27,33.5
2.5,27,34
3,28,34.5
2.5,28,35
2.5,28,36
3,29,7.5
2.5,29,8
3,28.5,8
3,29,34.5
3,28.5,35
2.5,29,36
3,28.5,36
3,30,5.5
3,30,6.5
2.5,30,7
3,29.5,7
3,30,7.5
3,29.5,8
3,29.5,9
3,30,9.5
3,30,11.5
3,30,12.5
2.5,30,15
3,30,15.5
3,30,34.5
2.5,30,35
3,29.5,35
3,30,35.5
3,30,38.5
3,30.5,5
3,31,5.5
3,30.5,7
3,30.5,8
2.5,31,9
3,31,9.5
2.5,31,10
3,30.5,12
3,30.5,13
3,31,13.5
3,30.5,14
2.5,31,15
3,30.5,15
3,31,15.5
3,30.5,16
3,30.5,34
2.5,31,35
3,30.5,35
3,30.5,38
3,31,38.5
2.5,31,39
3,30.5,39
2.5,32,4
3,32,4.5
2.5,32,5
3,31.5,5
3,32,5.5
2.5,32,6
3,31.5,6
3,32,6.5
2.5,32,7
3,31.5,7
2.5,32,9
3,31.5,9
3,31.5,15
3,31.5,32
3,32,32.5
3,32,33.5
2.5,32,34
3,31.5,34
3,32,34.5
3,31.5,35
3,31.5,40
3,32.5,4
2.5,33,6
3,32.5,6
3,33,6.5
2.5,33,7
3,33,7.5
2.5,33,8
3,32.5,16
3,33,16.5
3,32.5,33
3,33,33.5
2.5,33,34
3,32.5,34
3,33,39.5
3,34,0.5
3,34,2.5
2.5,34,3
3,33.5,3
3,34,3.5
3,33.5,4
2.5,34,6
2.5,34,8
3,33.5,8
2.5,34,9
3,34,16.5
3,34,31.5
2.5,34,32
3,34,32.5
3,33.5,40
2.5,35,3
3,34.5,3
3,35,3.5
2.5,35,16
3,34.5,16
3,34.5,31
3,34.5,32
3,35,32.5
3,34.5,33
3,35,33.5
2.5,35,34
3,35,38.5
3,36,0.5
2.5,36,1
2.5,36,3
3,35.5,3
3,36,3.5
3,35.5,4
3,36,4.5
3,35.5,5
3,36,5.5
3,35.5,6
2.5,36,17
3,35.5,33
2.5,36,34
3,35.5,34
3,36,34.5
2.5,36,35
3,36,35.5
2.5,36,36
3,36,36.5
2.5,36,37
2.5,36,38
3,35.5,38
3,36,38.5
2.5,36,39
3,35.5,39
3,36,39.5
3,36.5,3
3,36.5,27
2.5,38,15
3,38,15.5
3,39,1.5
2.5,39,15
3,38.5,15
3,39,15.5
3,38.5,16
3,38.5,18
3,40,15.5
3,39.5,16
3.5,1,7
4,0.5,7
4,1,14.5
4,0.5,15
3.5,1,24
4,0.5,24
3.5,2,4
4,2,12.5
4,1.5,13
4,2,13.5
4,1.5,14
3.5,3,5
4,3,5.5
3.5,3,6
4,3,6.5
4,2.5,12
4,2.5,14
4,3,14.5
4,4,0.5
4,3.5,5
4,4,5.5
3.5,4,6
4,3.5,6
4,4,6.5
3.5,4,7
4,3.5,7
4,4,7.5
4,4,8.5
4,4,9.5
4,3.5,15
3.5,5,6
3.5,5,7
4,4.5,7
4,5,7.5
4,4.5,8
4,5,8.5
4,4.5,9
4,5,9.5
3.5,5,10
4,4.5,10
4,5,11.5
4,4.5,14
4,4.5,15
3.5,5,20
3.5,5,21
4,5,21.5
3.5,6,10
4,5.5,10
4,6,10.5
4,5.5,11
4,6,11.5
4,5.5,12
4,5.5,13
4,5.5,14
4,6,14.5
4,5.5,15
3.5,6,18
3.5,6,19
4,6,19.5
3.5,6,20
4,5.5,20
4,6,20.5
3.5,6,21
4,5.5,21
4,5.5,22
3.5,7,7
3.5,7,11
4,6.5,11
4,7,11.5
4,7,13.5
4,7,15.5
4,7,16.5
3.5,7,17
4,7,17.5
3.5,7,18
4,6.5,18
4,7,18.5
3.5,7,19
4,6.5,19
4,7,19.5
3.5,7,20
4,6.5,20
4,7,20.5
3.5,7,21
4,6.5,21
4,6.5,25
4,6.5,29
4,8,10.5
3.5,8,11
4,7.5,11
4,7.5,12
4,8,12.5
3.5,8,13
4,7.5,13
4,8,13.5
4,7.5,14
4,8,14.5
3.5,8,15
4,7.5,15
4,8,15.5
4,7.5,17
4,8,17.5
3.5,8,18
4,7.5,18
4,8,18.5
4,7.5,21
3.5,8,26
4,7.5,29
4,8.5,10
4,8.5,11
4,9,11.5
3.5,9,12
4,8.5,12
4,9,12.5
3.5,9,13
4,8.5,14
4,9,14.5
3.5,9,15
4,8.5,15
4,8.5,16
4,9,16.5
3.5,9,18
4,8.5,18
4,9,18.5
3.5,9,19
3.5,9,21
3.5,10,10
4,9.5,10
4,10,10.5
3.5,10,11
4,10,11.5
3.5,10,12
4,9.5,12
4,10,12.5
4,9.5,15
4,10,15.5
